"accession","target_name","tlen","query_name","query_accession","qlen","E.value","score...8","bias...9","X.","of","c.Evalue","i.Evalue","score...14","bias...15","hmm_from","hmm_to","ali_from","ali_to","env_from","env_to","acc","description","query_name_clean","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","origin"
"PF18666","CBM64",74,"DTR_520520_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_520520","CIBIO",9671,119,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_530635_2","-",190,0.078,13.3,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_530635","CIBIO",9805,36,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_095461_1","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_095461","IMG/M",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_547442_10","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_547442","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_820634_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_820634","HGM",9990,95,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_816106_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_816106","HGM",9598,45,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_831389_1","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_831389","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_816106_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_816106","HGM",9598,45,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_530068_10","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_530068","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_523277_10","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_523277","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_422455_2","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_422455","CIBIO",9830,61,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_827411_2","-",190,0.078,13.3,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_827411","HGM",9817,48,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_532345_10","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_532345","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_520520_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_520520","CIBIO",9671,119,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_547442_10","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_547442","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_547442_10","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_547442","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_827954_1","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_827954","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_095461_1","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_095461","IMG/M",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_820634_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_820634","HGM",9990,95,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_512611_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_512611","CIBIO",9622,96,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_819528_8","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_819528","HGM",9648,95,2,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_848055_3","-",190,0.078,13.3,0.1,3,3,0.0015,10,6.5,0,32,63,122,153,103,162,0.81,"Carbohydrate-binding module 64","DTR_848055","HGM",9885,119,2,0,0,9,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_523277_10","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_523277","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_524980_10","-",190,0.078,13.3,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_524980","CIBIO",10292,89,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_422455_2","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_422455","CIBIO",9830,61,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_827411_2","-",190,0.078,13.3,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_827411","HGM",9817,48,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_532345_10","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_532345","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_827411_2","-",190,0.078,13.3,0.1,3,3,0.0015,10,6.5,0,32,63,122,153,103,162,0.81,"Carbohydrate-binding module 64","DTR_827411","HGM",9817,48,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_512611_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_512611","CIBIO",9622,96,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_530635_2","-",190,0.078,13.3,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_530635","CIBIO",9805,36,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_827954_1","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_827954","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_140865_29","-",147,0.13,12.6,1.1,1,1,1.8e-05,0.18,12.1,0.4,17,35,92,110,76,135,0.78,"Carbohydrate-binding module 64","DTR_140865","IMG/M",12444,119,4,0,0,26,"Aquatic","Marine","Coastal","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_518625_2","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_518625","CIBIO",10435,119,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_831389_1","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_831389","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_786518_1","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_786518","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_848055_3","-",190,0.078,13.3,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_848055","HGM",9885,119,2,0,0,9,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_374699_10","-",190,0.078,13.3,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_374699","CIBIO",10318,119,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_826735_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_826735","HGM",9866,99,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_524980_10","-",190,0.078,13.3,0.1,3,3,0.0015,10,6.5,0,32,63,122,153,103,162,0.81,"Carbohydrate-binding module 64","DTR_524980","CIBIO",10292,89,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_826735_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_826735","HGM",9866,99,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_523277_10","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_523277","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_559959_2","-",190,0.1,12.9,0.2,2,2,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_559959","MGnify",9897,127,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_830853_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_830853","HGM",9866,99,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_518625_2","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_518625","CIBIO",10435,119,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_786518_1","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_786518","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_530635_2","-",190,0.078,13.3,0.1,3,3,0.0015,10,6.5,0,32,63,122,153,103,162,0.81,"Carbohydrate-binding module 64","DTR_530635","CIBIO",9805,36,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_819528_8","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_819528","HGM",9648,95,2,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_819528_8","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_819528","HGM",9648,95,2,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_825214_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_825214","HGM",9614,88,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_820634_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_820634","HGM",9990,95,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_532345_10","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_532345","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_743367_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_743367","HGM",9799,31,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_512611_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_512611","CIBIO",9622,96,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_830853_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_830853","HGM",9866,99,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_830853_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_830853","HGM",9866,99,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_518625_2","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_518625","CIBIO",10435,119,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_831389_1","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_831389","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_786518_1","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_786518","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_825214_9","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_825214","HGM",9614,88,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_559959_2","-",190,0.1,12.9,0.2,1,2,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_559959","MGnify",9897,127,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_560002_2","-",190,0.1,12.9,0.2,2,2,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_560002","MGnify",9897,127,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_524980_10","-",190,0.078,13.3,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_524980","CIBIO",10292,89,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_374699_10","-",190,0.078,13.3,0.1,3,3,0.0015,10,6.5,0,32,63,122,153,103,162,0.81,"Carbohydrate-binding module 64","DTR_374699","CIBIO",10318,119,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_410288_14","-",143,5e-04,19.7,0,1,1,9.5e-08,0.00066,19.3,0,49,129,4,82,2,92,0.89,"Homogentisate 1,2-dioxygenase N-terminal","DTR_410288","CIBIO",8423,30,3,1,0,10,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_828561_1","-",143,5e-04,19.7,0,1,1,9.5e-08,0.00066,19.3,0,49,129,4,82,2,92,0.89,"Homogentisate 1,2-dioxygenase N-terminal","DTR_828561","HGM",8423,30,3,1,0,10,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_493079_2","-",389,0.097,12.1,0,2,2,0.0011,4.7,6.6,0,156,196,153,194,147,204,0.79,"Homogentisate 1,2-dioxygenase N-terminal","DTR_493079","CIBIO",7895,55,2,0,0,12,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_493079_2","-",389,0.097,12.1,0,1,2,0.012,50,3.3,0,32,73,77,118,53,133,0.82,"Homogentisate 1,2-dioxygenase N-terminal","DTR_493079","CIBIO",7895,55,2,0,0,12,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_078632_7","-",143,0.12,11.8,0.1,1,1,3.1e-05,0.16,11.4,0.1,49,129,4,82,2,92,0.88,"Homogentisate 1,2-dioxygenase N-terminal","DTR_078632","IMG/M",8887,79,3,1,0,12,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_827601_1","-",143,0.12,11.8,0.1,1,1,3.1e-05,0.16,11.4,0.1,49,129,4,82,2,92,0.88,"Homogentisate 1,2-dioxygenase N-terminal","DTR_827601","HGM",8901,24,3,1,0,11,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_414007_14","-",143,5e-04,19.7,0,1,1,9.5e-08,0.00066,19.3,0,49,129,4,82,2,92,0.89,"Homogentisate 1,2-dioxygenase N-terminal","DTR_414007","CIBIO",8492,30,3,1,0,10,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20510","HgmA_N",273,"DTR_409266_15","-",143,0.12,11.8,0.1,1,1,3.1e-05,0.16,11.4,0.1,49,129,4,82,2,92,0.88,"Homogentisate 1,2-dioxygenase N-terminal","DTR_409266","CIBIO",8970,24,3,1,0,11,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF20511","PMI_typeI_cat",143,"DTR_236676_15","-",138,0.11,12.8,0.7,1,3,0.014,24,5.2,0,80,103,18,41,6,60,0.8,"Phosphomannose isomerase type I, catalytic domain","DTR_236676","IMG/M",8965,123,1,0,0,14,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF20511","PMI_typeI_cat",143,"DTR_236676_15","-",138,0.11,12.8,0.7,2,3,0.059,100,3.2,0,81,103,63,85,43,109,0.79,"Phosphomannose isomerase type I, catalytic domain","DTR_236676","IMG/M",8965,123,1,0,0,14,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF20511","PMI_typeI_cat",143,"DTR_236676_15","-",138,0.11,12.8,0.7,3,3,0.13,220,2.1,0,83,103,109,129,97,134,0.79,"Phosphomannose isomerase type I, catalytic domain","DTR_236676","IMG/M",8965,123,1,0,0,14,"Aquatic","Freshwater","Lake","NULL","non_viral_origin"
"PF21340","Polysacc_lyase-like",209,"DTR_208283_16","-",680,0.018,14.8,1.4,1,2,3.2e-06,0.067,12.9,0.4,18,91,34,106,24,114,0.82,"Cip1-like, core domain","DTR_208283","IMG/M",9134,111,2,0,0,14,"Aquatic","Non_marine saline","Hypersaline","NULL","non_viral_origin"
"PF21340","Polysacc_lyase-like",209,"DTR_203355_16","-",680,0.018,14.8,1.4,2,2,0.034,710,-0.2,0,35,56,518,539,513,569,0.83,"Cip1-like, core domain","DTR_203355","IMG/M",9134,111,2,0,0,14,"Aquatic","Non_marine saline","Hypersaline","NULL","non_viral_origin"
"PF21340","Polysacc_lyase-like",209,"DTR_208283_16","-",680,0.018,14.8,1.4,2,2,0.034,710,-0.2,0,35,56,518,539,513,569,0.83,"Cip1-like, core domain","DTR_208283","IMG/M",9134,111,2,0,0,14,"Aquatic","Non_marine saline","Hypersaline","NULL","non_viral_origin"
"PF21340","Polysacc_lyase-like",209,"DTR_203355_16","-",680,0.018,14.8,1.4,1,2,3.2e-06,0.067,12.9,0.4,18,91,34,106,24,114,0.82,"Cip1-like, core domain","DTR_203355","IMG/M",9134,111,2,0,0,14,"Aquatic","Non_marine saline","Hypersaline","NULL","non_viral_origin"
"PF21454","MSP1_barrel",112,"DTR_008128_2","-",141,0.031,14.6,0,1,1,7.5e-06,0.052,13.9,0,30,61,29,61,24,73,0.84,"Major structural protein 1, jelly-roll domain","DTR_008128","IMG/M",6144,46,2,0,0,2,"Aquatic","Marine","Oceanic","NULL","viral_origin"
"PF21471","Reelin_subrepeat-B",127,"DTR_357669_10","-",620,0.13,12.2,0.1,2,2,0.22,2300,-1.5,0,60,77,283,311,275,328,0.64,"Reelin subrepeat B","DTR_357669","IMG/M",14375,127,4,0,0,8,"Aquatic","Marine","Wetlands","NULL","non_viral_origin"
"PF21471","Reelin_subrepeat-B",127,"DTR_167159_8","-",283,0.079,12.9,0,1,1,6.3e-06,0.13,12.2,0,41,87,148,194,126,237,0.67,"Reelin subrepeat B","DTR_167159","IMG/M",16918,123,1,0,0,33,"Terrestrial","Soil",NA,"NULL","non_viral_origin"
"PF21471","Reelin_subrepeat-B",127,"DTR_357669_10","-",620,0.13,12.2,0.1,1,2,5.3e-05,0.55,10.2,0.1,57,77,47,70,24,100,0.77,"Reelin subrepeat B","DTR_357669","IMG/M",14375,127,4,0,0,8,"Aquatic","Marine","Wetlands","NULL","non_viral_origin"
"PF21510","PirA-like",95,"DTR_076975_20","-",135,0.096,13.3,0,1,1,1.4e-05,0.15,12.7,0,45,91,57,104,39,108,0.84,"PirA-like","DTR_076975","IMG/M",19118,81,18,0,0,10,"Host_Associated","Human","Oral","GCA_000922715.1","non_viral_origin"
